start,end,outdated,outdated,outdated,team_code,drain_number,location,lat,long,alt,accuracy,date_time,record_consent,use_consent,outdated,name_occupation,lived_years,flood_history,outdated,outdated,outdated,flood_height,flood_level_pic,kobo_link,last_flooded,flood_clear,desiliting,desilting_other,last_cleaned,last_cleaned_other,maintenance,activities,public_health,specify,other _info,,audio,audio,audio,,,,,,,,,,,index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A81,V302,12.930056 77.5661261 823.7999877929688 4.823,12.930056,77.5661261,823.7999878,4.823,2026-07-25,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,Anonymous ,1,No,,,,Does not flood,,,No instance ,,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,No,,,OK,,,,821140138,7667a768-abfa-46b1-bd8b-a594eb9ffecf,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:7667a768-abfa-46b1-bd8b-a594eb9ffecf,40,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A73,H300,13.0398155 77.6320659 808.5 4.3,13.0398155,77.6320659,808.5,4.3,2026-07-25,,,,"Anonymous, Nursery owner",3,No,,,,Does not flood,,,NA,NA,Every 6 months,,Last month,,Do not know,Throw garbage,No,,"GBA/BBMP vehicles come to clear the area regularly, but garbage is still dumped on a regular basis",OK,,,,821148249,c3fb76bc-5ea6-4383-ae15-52d74edc5b97,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:c3fb76bc-5ea6-4383-ae15-52d74edc5b97,41,H300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A79,V305,12.9201018 77.5482757 800.5 13.578,12.9201018,77.5482757,800.5,13.578,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Sindhamani,8,No,,,,Does not flood,,,No,,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,Nothing,No,,None,OK,1784955969913.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821151031/attachments/attPbuy5cSzRsATs5PrHzhxS/,,821151031,7ec34408-3a2e-49a5-8883-ae1f2efa4e14,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:7ec34408-3a2e-49a5-8883-ae1f2efa4e14,42,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A79,V302,12.9206256 77.5466896 794.8999633789062 17.03,12.9206256,77.5466896,794.8999634,17.03,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Gundraju,10,No,,,,Does not flood,,,NA,Daily ,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,Parking ,No,,BBMP waste dump ward ,OK,,,,821151856,818280dd-46da-4621-9df4-4af20fd3befa,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:818280dd-46da-4621-9df4-4af20fd3befa,43,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A79,V305,12.9201739 77.5464281 794.5 5.5,12.9201739,77.5464281,794.5,5.5,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Vennela,30,Yes,,,,2-5 inches,1784958769557.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821151948/attachments/attuTsoYFstFDEMx8K6Fuu4H/,10,2,Other (please specify),They don't clean,Other (please specify),Not cleaned ,GBA (Previously known as BBMP) Ward Office,Parking ,No,,NA,OK,1784958864597.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821151948/attachments/attGxQU6idEvtgvvymGxyjgc/,,821151948,7ec6adaf-f284-43bb-bf99-f467186b2846,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:7ec6adaf-f284-43bb-bf99-f467186b2846,44,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A79,V305,12.9196561 77.54568 794.0999755859375 6.5,12.9196561,77.54568,794.0999756,6.5,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Yellama,2,No,,,,Does not flood,,,No,No,Other (please specify),Not cleaned ,Other (please specify),Not cleaned ,GBA (Previously known as BBMP) Ward Office,Household garbage ,No,,No,OK,1784959415431.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821151964/attachments/att4QtTqKMfXzuVrzh2BzDFq/,,821151964,a82bb440-7923-447a-8c72-e55e91f737e6,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:a82bb440-7923-447a-8c72-e55e91f737e6,45,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A79,V305,12.9193468 77.5455509 794.0999755859375 6.5,12.9193468,77.5455509,794.0999756,6.5,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Muniyamma,20,No,,,,Does not flood,,,No,No,Other (please specify),2 years once,Other (please specify),Last 2 years,GBA (Previously known as BBMP) Ward Office,Household hold waste ,Yes (please specify),Mosquito related ,No,OK,1784960078667.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821151968/attachments/attPCukDQ3sewgFFdZLYwB6E/,,821151968,b0341014-5317-41d8-b0fa-2a97fa6b5a17,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:b0341014-5317-41d8-b0fa-2a97fa6b5a17,46,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A79,V305,12.9188626 77.5452321 790.0999755859375 6.5,12.9188626,77.5452321,790.0999756,6.5,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Vinod,25,No,,,,Does not flood,,,No,No,Do not know,,Do not know,,GBA (Previously known as BBMP) Ward Office,Household hold and parking ,Yes (please specify),If fome appears ,No,OK,1784960560152.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821151972/attachments/attthjoHpxFmquZkagmBTzqD/,,821151972,3c0e4415-b2b7-45b4-88ac-c88c4813dfb0,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:3c0e4415-b2b7-45b4-88ac-c88c4813dfb0,47,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A79,V305,12.9188354 77.5448789 788.3999633789062 15.491,12.9188354,77.5448789,788.3999634,15.491,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Mustafa ,2,No,,,,Does not flood,,,No,No,Every 6 months,,Last month,,GBA (Previously known as BBMP) Ward Office,Parking ,No,,No,OK,1784961076627.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821151978/attachments/attfbk5yb4d6wj8jL5WSzWTf/,,821151978,6405aa52-aec2-4ea2-9a1d-0fa830908741,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:6405aa52-aec2-4ea2-9a1d-0fa830908741,48,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A78,V305,12.9189721 77.5440793 787.0 16.731,12.9189721,77.5440793,787,16.731,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",No,,Shreyas,10,No,,,,Does not flood,,,No,No,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,No,No,,No,OK,1784961968469.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821151990/attachments/attkqJQG7VnFeBqjctQjVA9s/,,821151990,b8f89b76-8b32-4c81-952d-c0e52db5af8c,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:b8f89b76-8b32-4c81-952d-c0e52db5af8c,49,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A79,V305,12.9201037 77.5475984 785.6986083984375 11.352,12.9201037,77.5475984,785.6986084,11.352,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Prakash retired ,45,Yes,,,,2-5 inches,,,Recently ,Not observed ,Do not know,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,Garbage disposal ,Do not know,,Frequent flooding and mosquito issue ,OK,1784957933873.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821152088/attachments/attpavncyNynndwvQteyjaKS/,,821152088,cf15c017-5469-4a94-9feb-7402d3a8a50a,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:cf15c017-5469-4a94-9feb-7402d3a8a50a,50,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A79,V302,12.9199437 77.5470549 786.802001953125 4.626,12.9199437,77.5470549,786.802002,4.626,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Ramesh,5,No,,,,Does not flood,,,"No
",,Every 6 months,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,,No,,,OK,1784958428011.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821152098/attachments/attSQVHb3fTJTwJqeij5PgxE/,,821152098,ba73b29b-258f-4f35-86b4-d97b147c24eb,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:ba73b29b-258f-4f35-86b4-d97b147c24eb,51,V302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A78,V300,12.9186574 77.5433524 784.7000122070312 11.169,12.9186574,77.5433524,784.7000122,11.169,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,"Raghu, Business",27,No,,,,Does not flood,,,never,never flooded,Once a year,,More than 6 months,,GBA SWD Dept. ,vehicles parked,No,,maintenance was regular years before,OK,1784962304282.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821154369/attachments/attYuGyB2eeixRv8aBfXmhmE/,,821154369,3423d5dd-d618-4ce9-93ad-20364d78d25c,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:3423d5dd-d618-4ce9-93ad-20364d78d25c,52,V300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A76,V305,12.9242725 77.5403905 772.7000122070312 13.142,12.9242725,77.5403905,772.7000122,13.142,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,S Suraksha lecturer,4,Yes,,,,More than 10 inches,1784962275413.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821154422/attachments/attidsM8uNJGB8swxkqNYKa4/,2017,A week,Other (please specify),"No they do not maintain at all they just built the drainage system during 2021 after the flood
No work done after that ",Other (please specify),They do not maintain ,GBA (Previously known as BBMP) Ward Office,No,No,,Yes,OK,,,,821154422,0fc0f0cb-9fa1-4504-8423-23d5bc861d68,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:0fc0f0cb-9fa1-4504-8423-23d5bc861d68,53,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A80,V305,12.9178867 77.5391323 777.2000122070312 4.932,12.9178867,77.5391323,777.2000122,4.932,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Retired,15,Yes,,,,6-10 inches,1784957728754.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821155332/attachments/attXzviFpJA6BZ3SyR9hCgq9/,Few months ago,A few days,Do not know,,2-6 months back,,GBA (Previously known as BBMP) Ward Office,Nothing,No,,No maintanence,OK,1784957790190.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821155332/attachments/attLAGL3Kdri5cxjTeXSL9Tn/,,821155332,4c21c50c-87c4-43de-8c37-fd442c243eea,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:4c21c50c-87c4-43de-8c37-fd442c243eea,54,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A80,V305,12.9201829 77.5390256 777.0 4.995,12.9201829,77.5390256,777,4.995,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Nagaraj shopkeeper,15,Yes,,,,Does not flood,,,5 years,Doesn't flood,Do not know,,Last month,,GBA (Previously known as BBMP) Ward Office,Throw garbage,No,,No flooding,OK,1784960097859.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821155338/attachments/attVhGDTLRQhFvbE7iznCnGm/,,821155338,2175559b-985d-4223-8f4e-3493532a6b4e,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:2175559b-985d-4223-8f4e-3493532a6b4e,55,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A80,V305,12.9213987 77.5390871 786.2000122070312 4.936,12.9213987,77.5390871,786.2000122,4.936,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Nagananda,11,Yes,,,,6-10 inches,,,10,Few days,Every 6 months,,Other (please specify),Don't maintain from many years,GBA (Previously known as BBMP) Ward Office,Littering a lot,No,,"Bad smell and irritation, causing nausea",OK,1784961871967.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821155347/attachments/attdGY23RibwTfbdUZa9hEcC/,,821155347,f79ad1f6-88e1-48e5-9fd5-12477ba4c2cc,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:f79ad1f6-88e1-48e5-9fd5-12477ba4c2cc,56,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A76,V305,12.9242904 77.5404705 772.5999755859375 15.342,12.9242904,77.5404705,772.5999756,15.342,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Raman Hotel,4,Yes,,,,6-10 inches,,,2025,2 hours,Other (please specify),No one bothers to clear the flood,Other (please specify),Never cleaned the residents themselves manage ,No one,Throw garbage ,Yes (please specify),"Foul smell and related issues, increase in insects ",It creates a lot of uneasiness to the residents,OK,1784962811614.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821159062/attachments/attCjSbRkHWXBEbP7LaBSEmd/,,821159062,3f053cef-f438-4362-bc92-5b4fa68b2914,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:3f053cef-f438-4362-bc92-5b4fa68b2914,57,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A76,V305,12.9247946 77.5392768 770.2999877929688 22.44,12.9247946,77.5392768,770.2999878,22.44,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Bangarramma ,1,No,,,,Does not flood,,,No,No,Do not know,,Other (please specify),No they do not clean,Do not know,No,No,,Just foul smell and mosquitos,OK,1784963805039.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821166501/attachments/attoh56f9C6gsipEdsA3pxDY/,,821166501,a4db727f-9249-42d1-883c-80f40e85778d,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:a4db727f-9249-42d1-883c-80f40e85778d,58,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A76,,,,,,,,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,K B Malagi provision store,20,No,,,,Does not flood,,,No floods slope,No,Other (please specify),No one cleans it,Other (please specify),No,No one,Throw garbage,Yes (please specify),"A lot of foul smell
",A lot of foul smell and people litter it,OK,1784964934008.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821187888/attachments/attdNk2gLLsiJwTaexc7wfwy/,,821187888,aeec2af7-5647-4356-82fc-75ffb3802fd1,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:aeec2af7-5647-4356-82fc-75ffb3802fd1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A76,"V305
",12.9232269 77.5382286 768.7999877929688 14.262,12.9232269,77.5382286,768.7999878,14.262,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Prema housewife,20,No,,,,Does not flood,,,No floods,No flood,Every 6 months,,More than 6 months,,Do not know,A lot of garbage dumping ,No,,No issues ,OK,1784966275884.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821187958/attachments/attiuBoxUxgxH2MuBX6N2Fie/,,821187958,f10f012b-6b21-4aa1-b82c-a49a5bf344b2,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:f10f012b-6b21-4aa1-b82c-a49a5bf344b2,60,"V305
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A76,V305,12.9246033 77.5393156 770.2999877929688 12.635,12.9246033,77.5393156,770.2999878,12.635,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Lalita rao house wife,12,Yes,,,,Upto  1 inch,1784966955171.jpg,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821194593/attachments/attAc6eBt5DG546Dm33SkScv/,4 years ,1 hour,Other (please specify),No one cms to maintain ,More than 6 months,,GBA (Previously known as BBMP) Ward Office,Only parking ,No,,Only mosquitos,OK,1784967082974.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821194593/attachments/att9YqsTjjdWef2HYRkdSVhb/,,821194593,7579fe45-381f-4c0e-b0ad-b301c49af697,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:7579fe45-381f-4c0e-b0ad-b301c49af697,61,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A76,V305,12.9234983 77.5377417 765.7000122070312 5.212,12.9234983,77.5377417,765.7000122,5.212,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Chandra gowda farming,20,No,,,,Does not flood,,,No floods ,No floods,Other (please specify),No maintaince ,Other (please specify),No maintenance ,No one,Nothing much,No,,No issues,OK,,,,821206562,6c374c28-5dad-43ea-a04f-2f8bf8d0f2f7,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:6c374c28-5dad-43ea-a04f-2f8bf8d0f2f7,62,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A80,V305,12.9187062 77.5398165 779.0 15.701,12.9187062,77.5398165,779,15.701,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,anonymous,40,No,,,,Does not flood,,,not known,doesn't flood,Every 6 months,,More than 6 months,,Do not know,"they urinate, throw garbage, park vehicles, spit things",No,,-,OK,1784956510320.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821428573/attachments/attjqWjZs98BBkktS6nn7LiL/,,821428573,e38af4e1-4169-48a2-a78c-3caad454f4ad,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:e38af4e1-4169-48a2-a78c-3caad454f4ad,63,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A80,4,12.919274 77.5386942 784.8999633789062 4.935,12.919274,77.5386942,784.8999634,4.935,,"Denied consent, please tap the three dots in the top right corner and TURN OFF background audio recording before you continue..",,,anonymous ,30,No,,,,Does not flood,,,not known,doesn't flood,Other (please specify),they don't clean at all,Do not know,,No one,"park vehicles, keep potted plants",No,,,OK,,,,821428746,ec7a89a3-a81c-4228-9394-fde8583b5e46,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:ec7a89a3-a81c-4228-9394-fde8583b5e46,64,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A80,V305,12.9180683 77.53893 777.8999633789062 4.98,12.9180683,77.53893,777.8999634,4.98,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Krishna Raj V Adiga,25,Yes,,,,More than 10 inches,,,10 years ago,Not sure ,Other (please specify),10 years ago,Other (please specify),2/3 years,Do not know,Park vehicles ,No,,"It used to flood about 10 years ago. Measures have been taken, thus there are no floods in the recent years.",OK,1784958382529.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821457171/attachments/att7meeSXr7FXrNY3GnBJu2a/,,821457171,047ba0ed-d32a-410a-b6a3-06d6b7cd5501,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:047ba0ed-d32a-410a-b6a3-06d6b7cd5501,65,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A80,V305,12.9217483 77.5396017 774.2000122070312 2.85,12.9217483,77.5396017,774.2000122,2.85,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Anonymous ,8,Yes,,,,More than 10 inches,,,5 years ago,1 day,,,Last month,,Do not know,Park vehicles ,No,,,OK,1784961097500.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821457213/attachments/atttYS5N7BXC8mdDgobTvLzU/,,821457213,03061f0b-527b-4d9f-9455-c0f904dafa66,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:03061f0b-527b-4d9f-9455-c0f904dafa66,66,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A80,V305,12.9224983 77.5397817 774.5 3.825,12.9224983,77.5397817,774.5,3.825,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Naveen,18,Yes,,,,More than 10 inches,,,2020,Within a day,,,More than 6 months,,GBA SWD Dept. ,,Yes (please specify),A lot of mosquitoes ,,OK,1784962958448.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821457286/attachments/attmXoJbzm9FfrTEuK7kW8UR/,,821457286,4eaa6771-f0f8-47e7-afb0-dc86cf6c7cc3,2026-07-25,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:4eaa6771-f0f8-47e7-afb0-dc86cf6c7cc3,67,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A78,V305,12.9179337 77.5407729 788.2999877929688 21.85,12.9179337,77.5407729,788.2999878,21.85,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Satish,12,No,,,,Does not flood,,,No,"No
",Do not know,,More than 6 months,,GBA (Previously known as BBMP) Ward Office,None ,No,,None,OK,1784957401651.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821699019/attachments/att9Uru36zwnuE8gMgCn5TN6/,,821699019,320b99a4-4d4c-427d-bc10-108f1c581ac9,2026-07-26,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:320b99a4-4d4c-427d-bc10-108f1c581ac9,68,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-25,2026-07-25,,,"Yes, I feel safe to conduct audit",A78,V305,12.9182888 77.5412875 782.5 16.803,12.9182888,77.5412875,782.5,16.803,2026-07-25,"Agreed consent, you may continue the form. Hold phone mic close to the interviewee to record.",Yes,,Kiran,30,No,,,,2-5 inches,,,None,,Every 6 months,,2-6 months back,,No one,None,No,,None,OK,1784958345610.amr,https://kf.kobotoolbox.org/api/v2/assets/amUyDTu5VaT6koDbQAG2eN/data/821699063/attachments/attn36cjHEzNcvd3YgJZdEv5/,,821699063,3f83bb4b-94f2-44bc-8e80-5784274b4758,2026-07-26,Approved,,submitted_via_web,,v7oQHtKTQiYibxwvcSSkxq,,uuid:3f83bb4b-94f2-44bc-8e80-5784274b4758,69,V305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
