_index,start,end,form1,section1,safety,team_code,rhs_lhs,location,lat,long,alt,precision,date_time,section2,wall_condition,wall_height,fence,wall_material,wall_pic,outdated,street_pic,field_23,section3,bridge_type,bridge_condition,bridge_walkable,bridge_pic,outdated_1,piers_condition,piers_num,piers_pic,section4,field_34,elec_condition,elec_pic,field_37,cables_condition,cables_pic,outdated_2,manholes_condition,manholes_pic,outdated_3,outdated_4,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_drain,_secondarydrain,team_name,corporatio,valley
248,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A51,Right hand side (RHS),12.9541259 77.5411565 769.9818678458649 4.615,12.95413,77.5413841,769.9818678,4.615,2026/04/27 10:20:00+0530,,Broken in some places,5.5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777265448854.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306368/attachments/att69tFPrLaW6vxCy8WB3PFD/,,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1777265565828.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306368/attachments/attYodwUzLX9x82QXvzVWH6d/,,736306368,2275dfe7-eae7-40cd-877f-6e72afe3c1d7,27-04-2026 05:07,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:2275dfe7-eae7-40cd-877f-6e72afe3c1d7,V100,,BMSCA,West,Vrishabhavati Valley
249,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A51,Right hand side (RHS),12.9567731 77.5427291 768.8935229338562 4.35,12.9567731,77.5427291,768.8935229,4.35,2026/04/27 10:33:00+0530,,Retaining wall intact throughout the stretch,5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777266232335.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306414/attachments/attR3jEogExPEeb5HvLXWtru/,,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,Yes,1777266276300.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306414/attachments/attJxj7ZfqBh9Kbvt33b3MC7/,Yes,1777266290217.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306414/attachments/attDMbiWYLmsUNJeQNt8V7z5/,OK,736306414,864a60e3-4b75-4c66-91b0-cd6f7b42a39a,27-04-2026 05:07,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:864a60e3-4b75-4c66-91b0-cd6f7b42a39a,V100,,BMSCA,West,Vrishabhavati Valley
250,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A55,Right hand side (RHS),12.9512415 77.5523521 784.2999877929688 4.585,12.9512415,77.5523521,784.2999878,4.585,2026/04/27 08:43:00+0530,,Broken in some places,3.3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777259696494.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306589/attachments/atttKpWobiJLXo5D888iv4Cx/,1777259732632.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306589/attachments/attvwH74nitBUaWDzFquKNQg/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (solid waste),1777259886939.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306589/attachments/attTraQaCnjaFxp2dzhhoxDZ/,No,0,1777259988748.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306589/attachments/att3bLjMSaH398GUAg962qnK/,,No,1777260071874.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306589/attachments/attPqmx2kqK65qHpand7g7uy/,No,1777260130375.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306589/attachments/att3hkZDYhtnWuUEWcAqkAEi/,Yes,1777260169700.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306589/attachments/att9GD7UTtGjCLTZHYrzyPzG/,OK,736306589,7936cfdc-a4f8-4fb4-9a4b-db472dd0c743,27-04-2026 05:07,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:7936cfdc-a4f8-4fb4-9a4b-db472dd0c743,,V120,BMSCA,Central,Vrishabhavati Valley
251,27-04-2026,27-04-2026,,,"No, I do not feel safe. I will stop the audit at this point.",A55,Left hand side (LHS),12.9518519 77.5465319 780.2769823598323 4.455,12.9518519,77.5465319,780.2769824,4.455,2026/04/27 09:23:00+0530,,Retaining wall intact throughout the stretch,1.6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777262043394.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306749/attachments/att7cLNovnQ8mYtuZPyEy4ko/,1777262064657.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306749/attachments/atta2QAV6QmEfkudkDziZNDy/,,Not applicable ,Not applicable,Not applicable,1777262196866.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306749/attachments/attqzzuFS5FFiF9Me8HssCdc/,Not applicable,Not applicable,1777262209942.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306749/attachments/atthm5sMhXzpZQfxy4JpEv3J/,,No,1777262223355.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306749/attachments/attT2gtYLF3iDikGu6BZkPnX/,No,1777262235958.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306749/attachments/att5SZKknfLLE7BDbZRhQdtZ/,No,1777262253984.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306749/attachments/attupXHWmJDqqgjAWmwgtDCU/,OK,736306749,e899a22c-248e-452b-929a-b70b14da4e3d,27-04-2026 05:07,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:e899a22c-248e-452b-929a-b70b14da4e3d,,V120,BMSCA,West,Vrishabhavati Valley
252,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A55,Right hand side (RHS),12.951599 77.5442736 772.0 4.658,12.951599,77.5442736,772,4.658,2026/04/27 09:43:00+0530,,Retaining wall intact throughout the stretch,2.3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777263281779.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306867/attachments/att2QDisFULPzobmSeLQVJkx/,1777263290570.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306867/attachments/attg2nQEXbBj4Z5NvrLccn7x/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (solid waste),1777263332906.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306867/attachments/attiJ96TwYzjnVsuvWMw5kEN/,No,0,1777263354470.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306867/attachments/attYXwTzSyU72QV4nJ6qhoxB/,,Yes,1777263371767.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306867/attachments/att9vUNXK5LtdjxQaLc3fmMp/,No,1777263387236.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306867/attachments/attqEBnfNTcaXjLnyuyHBob5/,Yes,1777263403954.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736306867/attachments/attbmkEjUoizVAbHEjLDH5KB/,OK,736306867,8454300f-daf0-4db2-95ea-6ac7f047038a,27-04-2026 05:08,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:8454300f-daf0-4db2-95ea-6ac7f047038a,,V120,BMSCA,West,Vrishabhavati Valley
253,27-04-2026,27-04-2026,,,"No, I do not feel safe. I will stop the audit at this point.",A55,Left hand side (LHS),12.9554636 77.5419543 773.0 4.478,12.9554636,77.5419543,773,4.478,2026/04/27 10:30:00+0530,,Broken in some places,8,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777266157690.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736307341/attachments/attaHbQhyDCsSMN4mR6TKjGX/,1777266165387.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736307341/attachments/attvCaxJAxvqyEjDAddLAbVY/,,Not applicable ,Not applicable,Not applicable,1777266185041.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736307341/attachments/attf69Mb4eUizdDRjY8nJ5j4/,Not applicable,Not applicable,1777266204529.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736307341/attachments/attYB7bdiRo4M8vAmcn7hKKn/,,Yes,1777266225134.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736307341/attachments/attdMQ6JfcxFb3x47BomkfyL/,Yes,1777266237088.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736307341/attachments/attmfz4yv7J37wpBGxJaE8Pv/,Cannot see,1777266248476.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736307341/attachments/attGpf7BXGM9iqubRZtaC87F/,OK,736307341,43501d2f-09e1-4661-af6d-485614fc05c0,27-04-2026 05:08,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:43501d2f-09e1-4661-af6d-485614fc05c0,V100,,BMSCA,West,Vrishabhavati Valley
254,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A50,Right hand side (RHS),12.9519893 77.5545298 789.5 58.053,12.9519893,77.5545298,789.5,58.053,2026/04/27 08:33:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777259298061.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311267/attachments/attpvd6omaRwCynBLJJzymnK/,1777259376493.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311267/attachments/att9EYbKjyzhmyDiPAfHiyVD/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,1777259482113.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311267/attachments/attknFNC39tmrhkPsjbhsD5e/,No,1777259546714.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311267/attachments/attdBPko9yo7GrnGBhHegZXf/,No,,,OK,736311267,de0d1aec-516d-42de-acb4-aa320c062bec,27-04-2026 05:15,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:de0d1aec-516d-42de-acb4-aa320c062bec,,V120,BMSCA,Central,Vrishabhavati Valley
255,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A50,Left hand side (LHS),12.951972 77.5513706 783.8999633789062 4.875,12.951972,77.5513706,783.8999634,4.875,2026/04/27 08:55:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777260442616.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311311/attachments/attNQaZZdiJRATwVHAjSL53o/,1777260464977.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311311/attachments/atti7h8SgFpy9nazR6zyHdY8/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1777260516602.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311311/attachments/attBeWFXbNpNzWwzVhaASUXD/,Yes,1,1777260681009.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311311/attachments/attZX4uCihbSvPnV68kbAVgg/,,Yes,1777260634592.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311311/attachments/attqXipLdcPPqAR4XgJFPXGZ/,Cannot see,,,No,,,OK,736311311,e1cf3a20-00bc-437d-8844-c60c02067800,27-04-2026 05:15,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:e1cf3a20-00bc-437d-8844-c60c02067800,,V120,BMSCA,West,Vrishabhavati Valley
256,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A50,Right hand side (RHS),12.9518303 77.548688 781.2000122070312 28.355,12.9518303,77.548688,781.2000122,28.355,2026/04/27 09:22:00+0530,,Broken in some places,5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777261992121.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311391/attachments/attkFtwaP3pDWBw4VsEizhjx/,1777262008479.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311391/attachments/attJyZpEjUgD8jDJTmfnKS8B/,,Not applicable ,Not applicable,Not applicable,1777262028389.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311391/attachments/attXZZQB8Nb5iYpfMJcJYyaJ/,Not applicable,Not applicable,,,,No,,,Yes,1777262076089.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311391/attachments/attdQFxW5LMRrpdWdtoxZx5u/,No,,,OK,736311391,e8e86317-8c69-482b-803c-815d87b039d1,27-04-2026 05:16,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:e8e86317-8c69-482b-803c-815d87b039d1,,V120,BMSCA,West,Vrishabhavati Valley
257,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A50,Right hand side (RHS),12.9514481 77.5455833 776.2999877929688 6.606,12.9514481,77.5455833,776.2999878,6.606,2026/04/27 09:34:00+0530,,Broken in some places,3,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777262749801.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311483/attachments/attSCLm5hVcSh42zs7g9FRjp/,1777262763988.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311483/attachments/attCMHdDsQXVYwayNp4pciW7/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311483/attachments/atta2mWZy2wp67sUB9SvnzVq/,,Yes,1777262874084.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311483/attachments/attmoKh6tDPGHZ4WHvUZuCFA/,Yes,,,Yes,1777262910146.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311483/attachments/attU3AsfsQZEKqcPza67y5Xe/,OK,736311483,1eded1a0-c04e-41ca-915e-a9184e65a643,27-04-2026 05:16,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:1eded1a0-c04e-41ca-915e-a9184e65a643,,V120,BMSCA,West,Vrishabhavati Valley
258,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A50,Left hand side (LHS),12.9516597 77.5427908 774.3999633789062 3.0,12.9516597,77.5427908,774.3999634,3,2026/04/27 09:51:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777263738557.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311580/attachments/attPUK4VxNQEeNWM4k7rNu24/,,,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311580/attachments/attApvn7zNy7anMDrMcgdE92/,No,,,No,,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311580/attachments/atteS8ixoKHQmEq3owhVUqTG/,OK,736311580,70988537-6c3f-46b9-8e83-49faceba19eb,27-04-2026 05:16,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:70988537-6c3f-46b9-8e83-49faceba19eb,,V120,BMSCA,West,Vrishabhavati Valley
259,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A50,Right hand side (RHS),12.9528656 77.541975 771.2999877929688 3.038,12.9528656,77.541975,771.2999878,3.038,2026/04/27 10:04:00+0530,,Broken in some places,2,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777264574300.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311622/attachments/atti5VGWvGxxj3aULSrLUG5b/,1777264592199.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311622/attachments/attc6qdAfuUxfi3Bn9ub6oHf/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1777264730691.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311622/attachments/attys7jPWr9yoUUBFpY9CECY/,OK,736311622,5518e2e1-43df-4587-be15-cd705e7bf397,27-04-2026 05:16,no,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:5518e2e1-43df-4587-be15-cd705e7bf397,,V120,BMSCA,West,Vrishabhavati Valley
260,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A50,Left hand side (LHS),12.9559424 77.5422446 771.0 3.0,12.9559424,77.5422446,771,3,2026/04/27 10:25:00+0530,,Retaining wall intact throughout the stretch,8,"Yes, covered only on sides","Both, SSM and RCC",1777265827680.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311683/attachments/attDuBuVFWxBwFkcMtvGbdff/,1777265855947.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311683/attachments/attQxcLYZitXkCxHMArGEEyX/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,1777265939574.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311683/attachments/attVYTzicTerdzvijLZxDXTo/,No,,,Yes,1777265977746.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311683/attachments/attoC5K5goXLv6VuvDsKhDiy/,OK,736311683,0ccf226f-323f-4445-8846-e9f39415b906,27-04-2026 05:16,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:0ccf226f-323f-4445-8846-e9f39415b906,V100,,BMSCA,West,Vrishabhavati Valley
261,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A50,Right hand side (RHS),12.9581725 77.543792 770.5 3.344,12.9581725,77.543792,770.5,3.344,2026/04/27 10:40:00+0530,,Retaining wall intact throughout the stretch,9,"Yes, covered only on sides","Both, SSM and RCC",1777266692255.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311764/attachments/attDkAZfsCWNDZMhyU5FRihH/,1777266700608.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311764/attachments/attZy3qkFfPbj5RKnJSGxGuS/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,Yes,,,Cannot see,,,Cannot see,,,OK,736311764,a0f7be89-6113-4b52-8835-ecc1e8a9cc01,27-04-2026 05:16,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:a0f7be89-6113-4b52-8835-ecc1e8a9cc01,V100,,BMSCA,West,Vrishabhavati Valley
262,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A54,Right hand side (RHS),12.9582027 77.5433924 771.7999877929688 45.6,12.9582027,77.5433924,771.7999878,45.6,2026/04/27 10:44:00+0530,,Retaining wall intact throughout the stretch,6,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777266902096.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311884/attachments/att62fNkw3FA54Sd2cGpL6Bh/,1777266909507.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736311884/attachments/attnxLtdhYzEb6KypjvdbQFc/,,Not applicable ,Not applicable,,,,Not applicable,Not applicable,,,,No,,,Cannot see,,,Cannot see,,,OK,736311884,d6f76321-f4bb-4832-a816-f7b5227c4611,27-04-2026 05:17,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:d6f76321-f4bb-4832-a816-f7b5227c4611,V100,,BMSCA,West,Vrishabhavati Valley
263,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A54,Right hand side (RHS),12.9587578 77.543939 773.2000122070312 21.744,12.9589202,77.5439474,773.2000122,21.744,2026/04/27 10:49:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777267206683.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736314928/attachments/attz7hkEfctaTsAGyyQVApAF/,1777267233736.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736314928/attachments/attbkHRCBV7mJVturVv7a9wC/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1777267261258.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736314928/attachments/attqNSWhwyQHfUsQP9HnkZgX/,No,0,,,,No,,,No,,,No,,,OK,736314928,c06fb46c-2e85-4dae-9b51-283ef998b861,27-04-2026 05:21,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:c06fb46c-2e85-4dae-9b51-283ef998b861,V100,,BMSCA,West,Vrishabhavati Valley
264,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A53,Left hand side (LHS),12.9516271 77.5516077 783.2999877929688 4.3,12.9516271,77.5516077,783.2999878,4.3,2026/04/27 09:03:00+0530,,Retaining wall intact throughout the stretch,5,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777260928267.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336712/attachments/att8n8hVCKfeodAAzY8xb8tp/,1777260963252.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336712/attachments/attM3RN7x9uZrvKfTRAevDyg/,,Not applicable ,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,No,,,No,,,Yes,1777261110088.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336712/attachments/attVZWSgwaBCvdQoP5jBavD8/,OK,736336712,6d35986c-8268-4adc-bd3a-7a94371f1aac,27-04-2026 05:56,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:6d35986c-8268-4adc-bd3a-7a94371f1aac,,V120,BMSCA,West,Vrishabhavati Valley
265,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A53,Right hand side (RHS),12.9512909 77.5488713 782.7000122070312 5.0,12.9512909,77.5488713,782.7000122,5,2026/04/27 09:41:00+0530,,Retaining wall intact throughout the stretch,4,"Yes, covered only on sides",Reinforced Cement Concrete (RCC),1777263283198.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336760/attachments/attK6sFWQR768tRqFyofbA9k/,1777263313768.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336760/attachments/attxVsHVhbjLECpuPc67GS5U/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Obstructed path (parking),1777263354603.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336760/attachments/attCxXRT6B5kR7hYJMT37q5z/,No,0,1777263416403.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336760/attachments/attrcV2nzaiF8UCoKgtGVpBQ/,,Yes,1777263493359.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336760/attachments/attpMrnJm2hM3aVwpUjDPbMz/,No,,,No,,,OK,736336760,4a37798e-ed7a-409e-86ca-ca0f3c3ccd29,27-04-2026 05:56,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:4a37798e-ed7a-409e-86ca-ca0f3c3ccd29,,V120,BMSCA,West,Vrishabhavati Valley
266,27-04-2026,27-04-2026,,,"Yes, I feel safe to conduct the audit",A53,Right hand side (RHS),12.9517945 77.5461803 776.7999877929688 4.7,12.9517945,77.5461803,776.7999878,4.7,2026/04/27 09:59:00+0530,,Retaining wall does not exist,0,"Yes, covered only on sides",Not applicable,1777264217813.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336795/attachments/attQ3mHDqLHynzjC8rkFBvER/,1777264239812.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336795/attachments/attGPwMqQWXoBuzY3LcCnnLc/,,"Vehicular, I can see vehicles on the bridge",Intact;  path and fence not broken ,Safe to walk (clear path),1777264302876.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336795/attachments/attRjKx9JivS5CaQX4NU8e7m/,No,0,1777264366841.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336795/attachments/attNKVaeoPF3fzMBNZSo9mhU/,,Yes,1777264425303.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336795/attachments/attqdeqSEN7Fo8SpTfbHUakt/,Yes,1777264446018.jpg,https://kf.kobotoolbox.org/api/v2/assets/aLP6mR6GUPYRbYEjUKj73j/data/736336795/attachments/attyuGpR2Ycasvm9Ah64SxwM/,No,,,OK,736336795,6aeaf6b1-d632-48dd-ae7f-56956dd5192d,27-04-2026 05:57,yes,,submitted_via_web,,vkbFwZJLxY6frYjhVP9c6i,,uuid:6aeaf6b1-d632-48dd-ae7f-56956dd5192d,,V120,BMSCA,West,Vrishabhavati Valley
